What is this movie's name? (Use exact spelling),What year was this movie released?,How long is this movie?,What is the plot of this movie? (5 sentences),"Had you watched this movie previously, or was this your first time?",What were the characteristics of the protagonist?,What were the characteristics of the antagonist? ,How invested did you feel in the drama?,How much did the main characters change over the course of the story?,To what extent did the characters feel real and complex?,How invested did you feel in the characters?,How many narrators/perspectives were there? (Integer answer),How fast-paced was this movie overall?,How fast-paced was the beginning of the movie?,How fast-paced was the middle of the movie?,How fast-paced was the end of the movie?,Did the movie feature a substantial turning point in the plot?,Did the movie feature a plot twist?,"Was there a noticeable ""sag"" in plot tension at any of the following points of the movie? (please check timestamps to be as accurate as possible about the % in)",What were the qualities of the beginning? Check all that apply,What were the qualities of the ending? Check all that apply,Which of the following describes the movie's climax? Check all that apply,Was the movie plot-driven or character-driven?,How immersive did the world of the movie feel?,How important was the immersiveness of the world for this movie?,Did the world of the movie feel real?,How engaging was the dialogue?,What characteristics apply to this movie's dialogue?,"By the end of the movie, how emotionally affected were you?","By the end of the movie, how intellectually engaged did you feel?",Check all attributes that apply to this movie:,Which of the following would you characterize as among the film's intended artistic objectives?,"Which of the following objectives did the film succeed at? (Only potentially check boxes for those that were checked above, if any)","What were the movie's (up to three) main themes? (one or two word phrases each, separated by semicolons)",How clear and consistent were the themes of this movie?,"What were the movie's (up to three) main tropes? (e.g. ""enemies to lovers""; also separated by semicolons)","How much did you enjoy the movie's score? (that is, the music/sound)",How important was the movie's score to your emotional experience of the narrative?,How much did you enjoy this movie?,How strong was the acting?,How strong was the directing?,How strong was the cinematography?,What's the most important attribute of this movie that this survey missed?,moviename,year,src,title,genres,stars,violencegore_score,alcohol_score,frightening_score,profanity_score,sexnude_score,runtime,runtime_log,budget,budget_log,opening_weekend_box_office,opening_weekend_box_office_log,gross_usa,gross_usa_log,cumulative_worldwide_gross,cumulative_worldwide_gross_log,metascore,number_of_nominations,number_of_wins,rating,release_type,num_reviews_written,review_rating_mean,imdb_rating_updated,user_id
Reach Me,2014,"1 hour, 35 minutes","A self help book titled “Reach Me” inspires an eclectic group of people to better their lives, including a journalist and editor, a woman who recently left prison, a priest, a rap artist, a police officer, and an actor. These people all seek to change their ways of living after being inspired by this book, written by a seemingly anonymous author. Each of them has their vices, such as the cop feeling immense guilt for his violence, the actor owing money to a mob group, and the former convict regretting her crimes. The journalsit, seeking to find the author of the book and reveal his identity to the public, discovers Tom Berenger, who appears to be somewhat of a fraud as he suffers from severe stage fright and anxiety. The group all converges at a talk hosted by Tom, after which their lives all take a turn for the better and they shed their past wrongdoings. ",First time,Ambitious;Caring,There was no antagonist,2,6,3,1,6,2,2,2,2,Yes,No,10% in;50% in,Slow build,Satisfying,Epiphany,Character-driven,3,1,5,2,Realistic,1,1,Cliché,Escapism / entertainment,,Forgiveness; aspiration; recovery,2,Starving artist (author); rock bottom to success ,1,1,1,1,1,2,Many separate plotlines that converge at the end ,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,31
Reach Me,2014,1 hour 35 minutes,"The film follows multiple different characters whose lives are connected by a popular self-help book called “Reach Me” which has an unknown mysterious author. Some of the main characters include a journalist investigating the author's identity, an up and coming actress, a police officer struggling with faith, and a pair of assassins trying to turn their lives around. The characters find themselves intersecting each other's lives as a subplot involving a hit put out on a movie director for outstanding debt. As each of the characters read and apply the book's teachings to their lives they experience personal growth and change and make decisions to drastically alter their lives. After an action-packed climax where all characters come-together at the unveiling of the book’s author they all find their own purpose in life and personal happiness.",First time,Ambitious;Violent,Powerful;Violent;Evil,4,8,5,4,8,6,5,7,4,No,No,,Action-packed,Happy;Satisfying,Violent,Character-driven,4,7,5,4,,4,3,Cliché,Cultural critique / social commentary;Encouraging new self-investigation on the part of the viewer,,ambition; self-realization,8,face your fears; get the girl,6,4,3,5,4,3,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,13
Reach Me,2014,95,"This movie follows the lives of a diverse group of six individuals living in LA who take part in the growing popularity of a mysterious author. Throughout the film, this book changes the characters and inspires them to grow from their previous tendencies that were not always morally correct. The LA tabloids develop a disliking towards this reclusive author, and begin plotting to ""take him down"". Then end of the film sees all the characters come together in a final culmination, at a rally in support of the author, who has by now revealed his name and finally reveals his face at the end of the movie.",First time,Likeable;Unlikeable;Courageous;Ambitious;Caring;Violent;Lone,Powerful;Evil,4,8,5,5,6,6,6,4,7,No,No,50% in;60% in,Slow build,Happy,Funny;Slow,Character-driven,4,6,5,3,Quippy;Realistic;Stylized,2,2,Funny;Cliché,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment,inspiration ; perserverance ; growth,7,"""diverse but connected"" ; ""antihero becoming good""",4,4,4,2,4,3,Sylvester Stallone has a very off putting intonation throughout that clashed with a lot of the scenes.,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,4
Reach Me,2014,1h35m,A book inspires many people to change the course of their lives and to pursue their dreams.,First time,"Likeable;Passive;Caring;Smart;Scared, diffident",Unlikeable;Cowardly;Violent;Evil,6,7,4,6,4,6,5,5,6,No,Yes,40% in;70% in;80% in,Slow build;Action-packed,Happy;Satisfying,"Violent;Funny;Refreshening, chaotic",Character-driven,6,8,4,6,Quippy;Realistic,6,5,Funny;Cliché;Romantic;Action-packed,Escapism / entertainment;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Navigating life; dreams,8,an object magically changes people's lives ,6,4,6,6,6,6,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,21
Reach Me ,2014,1hr 35mins,"Reach Me is about a self help book that inspires and affects many different people. It follows the storylines of different characters including a journalist, an editor, a former inmate, a cop, an actor, and a dancer, as they re-evaluate their choices and decisions. They work towards creating and building better futures for themselves. They realize that they cannot continue living the same lives expecting a different result. The characters want to learn more about the author, who is very private and not well known.",First time,Courageous;Smart,There was no antagonist,7,9,8,8,7,7,7,7,7,Yes,Yes,,Slow build;Action-packed,Satisfying,Epiphany,Character-driven,8,7,7,7,Realistic,6,7,Thought-provoking;Accurate,Escapism / entertainment;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,personal growth; inspiration,7,journey of self discovery; looking at the big picture ,8,7,8,6,7,7,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,26
Reach Me,2014,1 hour and 35 minutes,"This movie showed the stories/journeys of several different characters that all had one thing in common. This thing in common was the same self-help book titled ""Reach Me"".  The book was written by a hidden author, but nonetheless, it helped each character want to make positive changes in their lives. As each character is going through their journey of self-improvement, they face their own problems that challenge them along the way. ",First time,I don't think this movie had a clear protagonist? There were a lot of different characters.,"There was no antagonist;I guess certain characters could be pin-pointed as an antagonist in general, but for the sake of the different plots in the movie in general, there wasn't one specific character as an antagonist.",7,9,7,7,6,9,7,6,9,Yes,Yes,I didn't really feel the plot tension had any noticeable slowdown or sag.,Strong hook;Action-packed,Happy,Heartbreaking,Character-driven,6,6,7,10,Quippy;Realistic,8,7,Funny;Thought-provoking;Action-packed,Escapism / entertainment;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment,Personal growth; Second chances,10,Redemption arc of many different characters ,9,7,8,9,9,9,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,22
Reach Me,2014,1 hr 35 min,"""Reach Me"" is a 2014 drama film about a self-help book that inspires various characters in Los Angeles to change their lives. The reclusive author, Teddy Raymond, is sought after by a journalist named Roger, while a diverse group of people, including a hitman, a rapper, a police officer, and a former inmate, find inspiration in the book and seek to improve their lives. Through shared experiences with the book, their stories intersect as they come together to help each other achieve their goals. The film explores the transformative impact of literature on human behavior and personal growth in the face of challenges. Ultimately, ""Reach Me"" presents a compelling narrative about the power of inspiration and self-discovery.",First time,Likeable;Plucky;Ambitious;Caring;Smart,There was no antagonist,6,9,8,8,About 5-6,5,6,4,8,Yes,Yes,40% in;50% in;60% in,Strong hook;Slow build,Happy;Satisfying,No noticeable climax,Character-driven,7,6,7,5,Realistic,5,6,Thought-provoking;Accurate,Innovation;Spreading awareness,Philosophical exploration;Exploring a strange new world,Redemption;Self-Improvement;The power of words,6,Redemption arc; interconnected storylines; ensemble cast,6,7,6,5,5,5,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,32
Reach Me,2014,1 hour and 35 minutes ,A book called Reach Me has transformed the lives of the main characters. They are each struggling with different situations which this book helps them over come. ,First time,,,2,7,5,1,5,5,4,4,4,It seemed like it because they book helps them with their struggle but it was so underwhelming it doesn't seem like a turning point,No,,Slow build,Happy,No noticeable climax,Character-driven,4,4,5,5,Realistic,1,1,Thought-provoking,Philosophical exploration,Philosophical exploration,self evaluation ,4,bad to good,1,2,1,5,4,4,If not enjoyable why or how can it be improved ,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,29
Reach Me,2014,"93 minutes, Free with Amazon ADs","An author creates a book. He does not realize that the book is motivational that he changes the lives an inmate, a journalist, an editor, a hip hop artist, an actor and a cop. Throughout the movie the characters are force to face their fears. Also, the author forces them to overcome their struggles. In the ending the author recognizes the impact that he has made on everyone including himself as he is able to let go of his fears and struggles. ",First time,Likeable;Unlikeable;Courageous;Plucky;Ambitious;Passive;Caring;Romantic;Funny;Violent;Lone;Good;Evil;Smart,Likeable;Unlikeable;Cowardly;Ambitious;Passive;Obsessive;Romantic;Funny;Violent;Lone;Incompetent;Good;Evil;Smart,5,8,7,4,7,8,9,7,9,Yes,Yes,20% in;50% in;80% in,Strong hook;Funny;Action-packed,Happy;Dark;Satisfying,Violent;Betrayal;Epiphany;Romantic;Frightening,Plot-driven,4,8,6,5,Stylized,10,9,Funny;Scary;Suspenseful;Thought-provoking;Action-packed,Escapism / entertainment;Philosophical exploration;Spreading awareness;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,Philosophical exploration;Encouraging new self-investigation on the part of the viewer,"Self-discovery, Fear, Motivation",7,"Reader to Expert, Strangers to Lovers, ",3,8,2,4,4,5,none,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,15
Reach Me,2014,1 hour 35 minutes,"The self-help book by an unnamed author only known as ""The Reacher"" serves as the central theme of the Reach Me story. The book becomes a cultural phenomenon and motivates a network of connected people to improve their lives.
One of them is a journalist who seeks to learn who The Reacher really is, and another is a prisoner who receives a copy of the book and is changed by its lessons.
While a famous actor battles his own personal issues and seeks forgiveness via the book's message, a corrupt cop is out to stop the book's effect.
The movie tackles themes of self-discovery, atonement, and the ability to transform one's life through self-belief.",First time,Likeable;Ambitious;Funny,There was no antagonist,7,8,8,10,5,4,3,5,6,Yes,No,20% in,Strong hook;Slow build,Satisfying,Epiphany,Character-driven,6,6,8,7,Quippy;Stylized,6,6,Thought-provoking;Cliché;Accurate,Encouraging new self-investigation on the part of the viewer,Encouraging new self-investigation on the part of the viewer,Self-discovery; Redemption; Empowerment,8,Self-help; Interconnectedness; Overcoming the past,6,9,7,8,6,6,None,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,14
Reach Me ,2014,1.5 hrs,This movie revolves around a self-help book that inspires a group of different people. Each character comes into contact with the book and sometimes each other. Each character is going through their own issues in their life and by the end they all converge at a rally for the author of the book. ,First time,Violent,There was no antagonist;,6,5,5,5,5,6,5,5,5,Yes,Yes,,Action-packed,Dark,chaotic,Plot-driven,6,6,6,6,Stylized,6,6,Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,sitcom,6,existential,5,5,5,5,5,5,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,12
Reach Me,2014,1h 32m,"A mysterious author's self-help book stirs up a storm of self-discovery for a multitude of characters, including a murdering cop, several ex-felons, a reporter, and a pair of gang members. As the movie progresses, the protagonists try to realize their full potential. This extends to the author himself, who overcomes his fear of crowds and speaks before his captive audience.",First time,Unlikeable;Violent,Unlikeable;Powerful;Violent,2,2,1,1,8,3,1,3,2,No,No,40% in,Strong hook;Action-packed,Dark,Violent,Character-driven,1,4,1,1,Realistic;Very little dialogue,1,2,Action-packed,Cultural critique / social commentary;Encouraging new self-investigation on the part of the viewer,,self-discovery,8,corrupt cop; reformed crminal,1,1,1,5,7,8,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,20
Reach Me,2014,1h 35m,"A self-help book called Reach Me suddenly changes the lives of people across Los Angeles, CA. The book was essentially made to help people believe in themselves. Some people like a former convict and actor are impacted by the book to make their lives better. Some surprising and bazar events happen to keep the plot moving forward. The movie suddenely becomes a confusing mess to tie all the separate stories.",First time,Unlikeable,Unlikeable,1,3,1,1,3,1,1,1,1,No,No,10% in,Slow build,Happy,Slow,Plot-driven,1,1,1,3,Unrealistic,1,1,Cliché,Encouraging new self-investigation on the part of the viewer,,Self-improvement;Love;Family Trauma,6,Pep talk;Dumb love;One-liners,1,1,1,1,1,1,,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,7
Reach Me,2014,95 minutes,"This film primarily follows the characters: Colette, Wolfie, Roger, Eve, Dominic and Thumper - all of whom have noticeable flaws. Colette is an ex-convict fresh out of prison; Wolfie is a policeman who has a tendency to kill; Roger is a journalist who can't stop smoking; Eve is an aspiring, exploited actor; and Dominic and Thumper both work for a mafia leader. Each character is somehow introduced to a motivational book, titled Reach Me, written by an anonymous author that goes by Teddy Raymond. Reading the book has a profound effect on each character, even interconnecting some of characters together. After Teddy decides to finally reveal his identity in the film ending, each character is inspired to overcome their flaws and find a new way of life such as in love. ",First time,Likeable;Courageous;Caring;Motivational ,There was no antagonist,5,9,8,7,8,6,3,6,7,Yes,No,70% in;80% in,Funny;Action-packed,Happy;Satisfying,Violent;Slow;Inspiring,Character-driven,2,4,8,8,Quippy;Realistic;Crude,7,3,Funny;Thought-provoking;Action-packed,Cultural critique / social commentary;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Perseverance; Confession; Love,7,Wise old man; My hero; The chosen one,5,3,2,5,4,6,The movie contains a lot of crude humor.,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,9
